randomGraph,k,4,seeded,True,accuracy,0.9975
randomGraph,k,4,seeded,True,jaccard,0.995013912603554
randomGraph,k,4,seeded,True,symmetricDifference,0.005
randomGraph,k,4,seeded,True,time,16.843283891677856
randomGraph,k,4,seeded,True,time-norm,0.008421641945838929
randomGraph,k,4,useeded,True,accuracy,0.8795
randomGraph,k,4,useeded,True,jaccard,0.7846557953875569
randomGraph,k,4,useeded,True,symmetricDifference,0.241
randomGraph,k,4,useeded,True,time,16.479799032211304
randomGraph,k,4,useeded,True,time-norm,0.008239899516105651
randomGraph,k,4,random,True,accuracy,0.824
randomGraph,k,4,random,True,jaccard,0.7375461385227804
randomGraph,k,4,random,True,symmetricDifference,0.352
randomGraph,k,4,random,True,time,19.173240900039673
randomGraph,k,4,random,True,time-norm,0.009586620450019836
randomGraph,k,4,urandom,True,accuracy,0.7005
randomGraph,k,4,urandom,True,jaccard,0.6173386245914277
randomGraph,k,4,urandom,True,symmetricDifference,0.599
randomGraph,k,4,urandom,True,time,18.867931127548218
randomGraph,k,4,urandom,True,time-norm,0.00943396556377411
randomGraph,k,4,FOCG,True,accuracy,0.046
randomGraph,k,4,FOCG,True,jaccard,0.046
randomGraph,k,4,FOCG,True,symmetricDifference,0.954
randomGraph,k,4,FOCG,True,time,13.427464962005615
randomGraph,k,4,FOCG,True,time-norm,0.006713732481002808
randomGraph,k,4,polar,True,accuracy,0.2
randomGraph,k,4,polar,True,jaccard,0.19999999999999998
randomGraph,k,4,polar,True,symmetricDifference,0.8
randomGraph,k,4,polar,True,time,17.47552990913391
randomGraph,k,4,polar,True,time-norm,0.008737764954566955
randomGraph,k,6,seeded,True,accuracy,0.9895
randomGraph,k,6,seeded,True,jaccard,0.9792311170963203
randomGraph,k,6,seeded,True,symmetricDifference,0.021
randomGraph,k,6,seeded,True,time,23.828078031539917
randomGraph,k,6,seeded,True,time-norm,0.011914039015769958
randomGraph,k,6,useeded,True,accuracy,0.875
randomGraph,k,6,useeded,True,jaccard,0.7779408719983831
randomGraph,k,6,useeded,True,symmetricDifference,0.25
randomGraph,k,6,useeded,True,time,23.838877201080322
randomGraph,k,6,useeded,True,time-norm,0.011919438600540162
randomGraph,k,6,random,True,accuracy,0.863
